"","carat","cut","color","clarity","depth","table","price","x","y","z"
"2192",0.79,"Very Good","E","SI1",63.3,56.3,3138,5.85,5.88,3.71
"2193",0.74,"Very Good","D","SI1",61.5,59,3138,5.76,5.82,3.56
"2194",0.72,"Very Good","D","VS2",63.1,59,3139,5.67,5.7,3.59
"2195",0.9,"Very Good","E","SI2",60.7,61,3139,6.16,6.22,3.76
"2196",0.9,"Good","E","SI2",64.1,57,3139,6.07,6.09,3.9
"2197",0.9,"Good","E","SI2",63.4,62,3139,6,6.02,3.81
"2198",0.9,"Very Good","E","SI2",59.5,61,3139,6.24,6.3,3.73
"2199",0.72,"Ideal","G","VVS2",62.4,57,3139,5.71,5.76,3.58
"2200",0.54,"Ideal","D","VVS1",61.4,58,3139,5.28,5.25,3.23
"2201",0.73,"Ideal","F","VS1",61.1,57,3140,5.8,5.89,3.57
"2202",0.7,"Ideal","G","VS1",61.2,57,3140,5.7,5.74,3.5
"2203",0.72,"Good","E","VS2",60.8,62,3140,5.73,5.78,3.5
"2204",0.73,"Ideal","D","SI1",62.4,53,3140,5.82,5.79,3.62
"2205",1.02,"Premium","H","I1",62.5,60,3141,6.39,6.41,4
"2206",1.02,"Very Good","E","I1",60.6,63,3141,6.46,6.52,3.93
"2207",0.9,"Premium","J","SI1",60.4,59,3141,6.27,6.24,3.78
"2208",1,"Premium","G","SI2",59.1,59,3142,6.55,6.48,0
"2209",0.7,"Ideal","E","VS2",61.9,56,3142,5.69,5.72,3.53
"2210",1,"Fair","G","SI2",64.6,67,3142,6.25,6.19,4.02
"2211",1.02,"Ideal","H","SI2",58.8,57,3142,6.61,6.55,3.87
"2212",1,"Premium","G","SI2",61.5,56,3142,6.49,6.44,3.97
"2213",1,"Fair","G","SI2",68.3,54,3142,6.21,6.12,4.2
"2214",0.68,"Very Good","G","IF",62.7,56,3143,5.56,5.6,3.5
"2215",0.83,"Ideal","E","SI2",61,57,3143,6.06,6.13,3.72
"2216",0.8,"Very Good","H","VS1",62.7,56,3144,5.88,5.96,3.71
"2217",1.21,"Good","E","I1",57.2,62,3144,7.01,6.95,3.99
"2218",0.7,"Very Good","E","VS1",62.8,57,3145,5.65,5.68,3.56
"2219",0.71,"Very Good","D","VS1",58.1,62,3145,5.84,5.89,3.41
"2220",0.84,"Very Good","D","SI2",63.6,57,3145,5.95,6,3.8
"2221",0.9,"Premium","I","VS1",60.7,58,3145,6.3,6.19,3.79
"2222",0.9,"Very Good","J","VS2",63.5,56,3145,6.12,6.1,3.88
"2223",0.7,"Ideal","H","VS2",61.2,56,3145,5.72,5.75,3.51
"2224",0.7,"Ideal","H","VS2",61.2,57,3145,5.73,5.77,3.52
"2225",0.71,"Ideal","E","VS2",60.1,59,3145,5.79,5.83,3.49
"2226",0.7,"Ideal","G","SI1",61.6,55,3145,5.71,5.76,3.53
"2227",0.9,"Fair","G","SI1",65.4,57,3145,6.04,5.95,3.92
"2228",0.9,"Fair","G","SI1",65.6,56,3145,6.1,6.03,3.98
"2229",0.9,"Fair","G","SI1",65.4,59,3145,6.04,6,3.94
"2230",0.9,"Fair","H","SI1",66.8,55,3145,5.98,5.9,3.97
"2231",0.74,"Premium","G","VVS1",61.2,59,3145,5.84,5.79,3.56
"2232",0.72,"Ideal","E","VS2",60.6,57,3145,5.85,5.83,3.54
"2233",0.72,"Good","F","VVS2",61.3,65,3145,5.76,5.72,3.52
"2234",0.78,"Premium","D","SI1",60.9,55,3145,6,5.93,3.63
"2235",0.71,"Very Good","F","VS2",63.3,57,3146,5.65,5.69,3.59
"2236",0.71,"Ideal","H","IF",61.2,56,3146,5.74,5.79,3.53
"2237",0.92,"Very Good","J","VS2",60.9,62,3146,6.26,6.31,3.83
"2238",0.8,"Very Good","E","SI1",62.9,60,3146,5.87,5.89,3.7
"2239",0.81,"Ideal","F","SI1",61.2,57,3146,6,6.05,3.69
"2240",0.78,"Ideal","E","SI1",62.1,58,3146,5.86,5.9,3.65
"2241",0.73,"Good","E","VS1",63.7,59,3146,5.67,5.69,3.62
"2242",1.06,"Ideal","I","SI2",62.8,55,3146,6.51,6.46,4.07
"2243",1,"Fair","F","SI2",65.5,56,3146,6.3,6.19,4.09
"2244",0.77,"Ideal","G","VS1",62.2,56,3148,5.9,5.85,3.66
"2245",0.7,"Good","E","VS1",61.2,58,3148,5.66,5.72,3.48
"2246",0.7,"Good","E","VS1",58.7,60,3148,5.79,5.83,3.41
"2247",1.02,"Ideal","I","VS2",62.8,57,3148,6.45,6.39,4.03
"2248",0.91,"Good","G","SI2",62.5,60,3149,6.05,6.08,3.79
"2249",1.03,"Good","J","SI2",64.1,62,3149,6.37,6.33,4.07
"2250",1.03,"Fair","J","SI2",64.6,62,3149,6.3,6.21,4.06
"2251",1.03,"Premium","J","SI2",62.2,59,3149,6.42,6.4,3.99
"2252",0.94,"Very Good","F","SI2",62.3,59,3150,6.23,6.32,3.91
"2253",0.88,"Very Good","E","SI2",59.1,58,3150,6.22,6.3,3.7
"2254",0.75,"Ideal","E","VS2",61.7,56,3150,5.86,5.84,3.61
"2255",0.75,"Premium","E","VS2",61.8,58,3150,5.85,5.83,3.61
"2256",0.72,"Ideal","F","VS2",61.3,56,3151,5.78,5.8,3.55
"2257",0.77,"Very Good","H","VS1",62.2,57,3152,5.81,5.86,3.63
"2258",0.75,"Ideal","D","SI1",62,58,3152,5.81,5.84,3.61
"2259",0.83,"Very Good","H","VS1",63.1,60,3153,5.91,5.98,3.75
"2260",0.9,"Good","D","SI2",63.9,60,3153,6.07,6.11,3.89
"2261",0.8,"Ideal","H","VS2",60.6,56,3153,6.03,6.08,3.67
"2262",0.71,"Ideal","D","VS2",62,57,3153,5.69,5.73,3.54
"2263",0.92,"Good","E","SI2",62,64,3153,6.2,6.16,3.83
"2264",0.7,"Very Good","E","VVS2",59.2,61,3154,5.79,5.84,3.44
"2265",0.7,"Very Good","E","VS1",62.2,55,3154,5.65,5.67,3.52
"2266",0.7,"Very Good","E","VS1",63.6,57,3154,5.61,5.65,3.58
"2267",0.95,"Very Good","J","SI1",63.4,55,3154,6.25,6.21,3.95
"2268",0.58,"Ideal","D","VVS1",61.6,60,3154,5.34,5.35,3.29
"2269",0.73,"Ideal","G","VS2",61.7,56,3154,5.79,5.81,3.58
"2270",0.77,"Ideal","G","VS2",61.7,55,3154,5.87,5.9,3.63
"2271",0.7,"Ideal","F","VS1",61.2,58,3154,5.7,5.73,3.5
"2272",0.7,"Ideal","F","VS1",61.7,55,3154,5.72,5.76,3.54
"2273",0.95,"Fair","J","SI1",58,66,3154,6.5,6.46,3.76
"2274",0.8,"Ideal","D","SI2",61.9,54,3154,6,5.95,3.7
"2275",1.22,"Premium","J","SI2",62.6,59,3156,6.79,4.24,3.76
"2276",0.64,"Ideal","E","VVS2",62.1,53,3157,5.51,5.54,3.43
"2277",1.06,"Premium","F","I1",60.3,58,3158,6.59,6.56,3.96
"2278",0.77,"Ideal","D","SI1",62.3,56,3158,5.84,5.87,3.65
"2279",0.8,"Very Good","G","VS1",59.5,63,3158,6.11,6.05,3.61
"2280",0.82,"Premium","D","SI2",61.7,56,3159,6.01,5.99,3.7
"2281",0.78,"Ideal","E","VS2",62.1,54,3159,5.92,5.94,3.68
"2282",0.7,"Ideal","F","VVS2",62,57,3160,5.68,5.74,3.54
"2283",0.9,"Very Good","H","SI2",62.8,57,3160,6.15,6.2,3.88
"2284",0.77,"Very Good","D","SI1",58.6,59,3160,6,6.04,3.53
"2285",0.9,"Good","H","SI2",63.4,60,3160,6.03,6.08,3.84
"2286",0.9,"Very Good","H","SI2",62.9,57,3160,6.09,6.16,3.85
"2287",0.9,"Good","H","SI2",62.4,61,3160,6.03,6.11,3.79
"2288",0.9,"Very Good","H","SI2",59.5,63,3160,6.26,6.31,3.74
"2289",0.9,"Ideal","J","VS2",61.3,57,3160,6.16,6.24,3.8
"2290",0.9,"Very Good","H","SI2",61.1,63,3160,6.12,6.19,3.76
"2291",0.9,"Very Good","H","SI2",59.2,61,3160,6.23,6.27,3.7
"2292",0.81,"Ideal","D","SI2",61.9,54,3160,5.96,5.99,3.7
"2293",0.9,"Fair","F","SI1",66,57,3160,6.06,6,3.98
"2294",0.63,"Ideal","E","VVS1",62.4,56,3161,5.48,5.52,3.43
"2295",0.71,"Premium","D","VS2",62.4,59,3161,5.73,5.68,3.56
"2296",0.71,"Ideal","D","VS2",62.5,55,3161,5.74,5.71,3.58
"2297",0.71,"Premium","D","VS2",59.2,59,3161,5.86,5.8,3.45
"2298",0.76,"Very Good","E","VS2",63,59,3162,5.76,5.79,3.64
"2299",0.9,"Good","I","VS2",62.4,65,3162,6.09,6.12,3.81
"2300",0.9,"Good","G","SI2",63.3,59,3162,6.07,6.12,3.86
"2301",0.9,"Very Good","H","SI2",63,55,3162,6.1,6.16,3.86
"2302",0.7,"Ideal","F","VS1",61,58,3162,5.74,5.76,3.51
"2303",0.74,"Good","E","VS2",63.9,54,3163,5.77,5.81,3.7
"2304",0.74,"Good","E","VS2",63.5,56,3163,5.75,5.8,3.67
"2305",0.78,"Good","F","VS1",64,54,3163,5.86,5.82,3.74
"2306",0.79,"Ideal","F","SI1",61.3,56,3163,5.96,6.01,3.67
"2307",0.73,"Ideal","H","VS2",61.4,55,3164,5.79,5.82,3.56
"2308",0.73,"Ideal","H","VS2",61,56,3164,5.83,5.88,3.57
"2309",1,"Fair","H","SI2",63.7,54,3164,6.42,6.27,4.06
"2310",0.7,"Ideal","G","VVS1",62.8,57,3165,5.63,5.68,3.55
"2311",0.92,"Premium","H","SI1",60.7,59,3165,6.34,6.25,3.82
"2312",0.77,"Very Good","D","SI1",60.3,58,3166,5.89,5.96,3.57
"2313",0.73,"Good","F","VVS2",58.2,63,3166,5.87,6.01,3.46
"2314",0.87,"Fair","I","VS2",57.3,59,3166,6.29,6.44,3.65
"2315",1.01,"Premium","H","I1",58.1,59,3167,6.66,6.6,0
"2316",0.71,"Ideal","G","VVS1",62.1,56,3167,5.72,5.84,3.59
"2317",0.72,"Ideal","H","VS1",61.8,55,3167,5.78,5.81,3.58
"2318",0.7,"Ideal","E","VS1",62.6,55,3167,5.66,5.69,3.55
"2319",0.79,"Ideal","H","SI1",61.4,56,3167,5.93,5.96,3.65
"2320",0.85,"Ideal","E","SI1",61.8,54,3167,6.1,6.14,3.78
"2321",0.7,"Ideal","H","IF",62.2,55,3167,5.68,5.71,3.54
"2322",0.72,"Premium","F","VS1",62.2,57,3167,5.74,5.67,3.55
"2323",1.01,"Fair","H","SI2",64.5,54,3167,6.26,6.15,4
"2324",1.01,"Very Good","H","I1",63.2,58,3167,6.39,6.33,4.02
"2325",1.08,"Ideal","F","I1",61.8,56,3168,6.64,6.62,4.1
"2326",1.23,"Ideal","H","I1",61.6,55,3168,6.92,6.87,4.25
"2327",0.91,"Very Good","J","SI2",62.4,61,3169,6.13,6.2,3.85
"2328",0.79,"Ideal","F","SI1",61.2,56,3169,5.96,6.01,3.66
"2329",0.77,"Ideal","F","SI1",61.4,55,3169,5.93,5.95,3.65
"2330",0.76,"Very Good","G","VS2",61.1,57,3170,5.84,5.95,3.6
"2331",0.92,"Very Good","J","SI1",62.6,58,3170,6.18,6.22,3.88
"2332",0.92,"Ideal","J","SI1",62.3,56,3170,6.24,6.29,3.9
"2333",0.76,"Ideal","E","SI1",61.8,57,3170,5.84,5.87,3.62
"2334",0.75,"Ideal","E","SI1",62.1,55,3170,5.81,5.85,3.62
"2335",0.74,"Premium","F","VS1",61.7,57,3170,5.85,5.79,3.59
"2336",0.74,"Ideal","F","VS1",62.3,56,3170,5.79,5.76,3.6
"2337",1.09,"Fair","F","SI2",66.3,56,3170,6.47,6.39,4.27
"2338",0.74,"Ideal","F","VS1",61.7,56,3170,5.83,5.78,3.58
"2339",0.74,"Ideal","F","VS1",62.3,57,3170,5.79,5.77,3.6
"2340",0.74,"Ideal","F","VS2",62.1,56,3171,5.79,5.83,3.61
"2341",0.83,"Very Good","G","SI1",62.3,58,3171,5.97,6.01,3.73
"2342",0.83,"Ideal","H","VS2",61.6,55,3171,6.04,6.08,3.73
"2343",0.78,"Ideal","G","VS2",62.2,57,3171,5.87,5.9,3.66
"2344",0.75,"Ideal","G","SI1",61.8,55,3171,5.81,5.84,3.6
"2345",0.83,"Ideal","G","SI1",61.8,55,3171,6.05,6.09,3.75
"2346",0.79,"Ideal","E","SI1",60.3,56,3171,5.99,6.05,3.63
"2347",1.03,"Ideal","H","I1",61.5,57,3172,6.48,6.52,4
"2348",1.03,"Premium","H","I1",61.1,60,3172,6.46,6.51,3.96
"2349",1.03,"Ideal","H","SI2",62.4,57,3172,6.43,6.36,4
"2350",0.7,"Ideal","G","VS2",62.7,54,3172,5.65,5.7,3.65
"2351",0.7,"Ideal","E","VS2",62.2,55,3172,5.64,5.67,3.52
"2352",0.84,"Fair","F","VS2",65,57.2,3172,5.83,5.87,3.81
"2353",0.93,"Fair","G","SI2",66.1,58.1,3172,6,6.04,3.98
"2354",0.7,"Very Good","E","SI1",63.9,57,3173,5.55,5.66,3.58
"2355",1.01,"Premium","G","SI2",60.1,58,3173,6.54,6.39,3.89
"2356",0.8,"Ideal","D","SI2",61.5,58,3173,5.97,6,3.68
"2357",1.01,"Fair","G","SI2",68.5,63,3173,6.08,6,4.14
"2358",0.92,"Premium","H","SI2",60.4,59,3174,6.36,6.33,3.83
"2359",0.71,"Very Good","F","VS1",62.9,55,3175,5.68,5.71,3.58
"2360",0.7,"Ideal","H","VVS1",60.2,57,3175,5.78,5.82,3.49
"2361",0.9,"Ideal","J","VS1",62.5,55,3175,6.18,6.14,3.85
"2362",0.7,"Premium","E","VS1",62.9,61,3175,5.65,5.57,3.53
"2363",0.9,"Premium","G","SI2",61.9,61,3175,6.13,6.06,3.77
"2364",0.9,"Premium","J","VS1",62.3,56,3175,6.23,6.19,3.87
"2365",0.7,"Good","E","VS1",63.6,58,3175,5.67,5.62,3.59
"2366",1,"Fair","J","SI1",65.3,57,3175,6.33,6.12,4.08
"2367",1.5,"Fair","H","I1",69.3,61,3175,6.99,6.81,4.78
"2368",0.9,"Very Good","I","SI1",61.8,58,3176,6.2,6.26,3.85
"2369",0.9,"Good","I","SI1",63.5,59,3176,6.05,6.1,3.86
"2370",0.77,"Ideal","G","VS1",62.4,54,3176,5.89,5.93,3.69
"2371",0.32,"Ideal","F","SI2",61.7,56,561,4.41,4.44,2.73
"2372",0.32,"Premium","G","VS2",62.5,58,561,4.36,4.38,2.73
"2373",0.32,"Ideal","G","VS2",62,57,561,4.39,4.41,2.73
"2374",0.32,"Ideal","H","VS1",61.8,55,561,4.41,4.42,2.73
"2375",0.32,"Ideal","G","VS2",61.5,57,561,4.4,4.41,2.71
"2376",0.32,"Very Good","H","VS1",63,55,561,4.4,4.42,2.78
"2377",0.32,"Premium","I","VVS2",62.1,59,561,4.35,4.38,2.71
"2378",0.32,"Very Good","I","VVS2",63,57,561,4.33,4.37,2.74
"2379",0.32,"Very Good","G","VS2",62.8,58,561,4.31,4.35,2.72
"2380",0.32,"Premium","G","VS2",60.8,59,561,4.41,4.44,2.69
"2381",0.32,"Premium","G","VS2",61.1,58,561,4.42,4.45,2.71
"2382",0.32,"Very Good","G","VS2",59.9,57,561,4.47,4.51,2.69
"2383",0.32,"Very Good","H","VS1",62.8,58,561,4.35,4.37,2.74
"2384",0.32,"Very Good","E","SI1",62.2,58,561,4.36,4.39,2.72
"2385",0.32,"Premium","E","SI1",62.3,58,561,4.37,4.4,2.73
"2386",0.4,"Good","H","SI2",63.8,57,561,4.67,4.7,2.99
"2387",0.32,"Premium","G","VS2",61.5,60,561,4.36,4.39,2.69
"2388",0.32,"Premium","G","VS2",60.7,58,561,4.38,4.42,2.67
"2389",0.32,"Premium","G","VS2",61.5,59,561,4.4,4.42,2.71
"2390",0.32,"Ideal","G","VS2",61.4,57,561,4.39,4.4,2.7
"2391",0.32,"Ideal","G","VS2",62,57,561,4.37,4.4,2.72
"2392",0.32,"Ideal","E","SI1",61.8,55,561,4.42,4.45,2.74
"2393",0.32,"Ideal","H","VS1",61.1,56,561,4.44,4.46,2.72
"2394",0.32,"Ideal","G","VS2",62.5,56,561,4.38,4.42,2.75
"2395",0.32,"Very Good","H","VS1",62.8,55,561,4.35,4.41,2.75
"2396",0.32,"Ideal","G","VS2",61.8,55,561,4.41,4.43,2.73
"2397",0.32,"Premium","G","VS2",61.2,59,561,4.38,4.41,2.69
"2398",0.32,"Very Good","G","VS2",62,59,561,4.37,4.41,2.72
"2399",0.26,"Very Good","F","VVS1",61.3,58,562,4.13,4.16,2.54
"2400",0.31,"Ideal","G","VS2",61.7,55,562,4.37,4.39,2.7
"2401",0.7,"Ideal","E","VS2",61.1,56,3176,5.73,5.76,3.51
"2402",0.72,"Ideal","D","SI2",60.5,57,3176,5.82,5.89,3.54
"2403",0.7,"Very Good","E","VS1",63.8,57,3177,5.61,5.65,3.59
"2404",0.74,"Ideal","D","VS2",61.1,54,3177,5.86,5.89,3.59
"2405",0.67,"Very Good","G","VVS1",62,56,3178,5.6,5.62,3.48
"2406",0.74,"Ideal","H","VS2",62.2,55,3178,5.83,5.81,3.62
"2407",0.72,"Ideal","G","VVS2",62.6,56,3179,5.7,5.74,3.58
"2408",0.72,"Ideal","D","VS2",60.8,56,3179,5.8,5.84,3.54
"2409",0.72,"Ideal","D","VS2",62.1,57,3179,5.69,5.75,3.55
"2410",0.72,"Ideal","D","VS2",62.8,57,3179,5.68,5.73,3.58
"2411",0.81,"Good","D","SI1",63.9,58,3179,5.9,5.85,3.75
"2412",1.5,"Good","G","I1",57.4,62,3179,7.56,7.39,4.29
"2413",0.74,"Very Good","E","VS2",61.8,58,3180,5.79,5.82,3.59
"2414",0.93,"Very Good","J","VS2",61.1,59,3180,6.32,6.34,3.87
"2415",0.87,"Very Good","H","SI1",62.2,57,3180,6.05,6.11,3.78
"2416",0.72,"Ideal","H","VVS1",60.8,58,3180,5.77,5.8,3.52
"2417",0.72,"Ideal","H","VVS1",61.8,55,3180,5.74,5.78,3.56
"2418",0.72,"Ideal","H","VVS1",61.5,57,3180,5.74,5.76,3.54
"2419",0.91,"Fair","H","SI1",64.4,60,3180,6.1,6.07,3.92
"2420",0.91,"Fair","H","SI1",64.8,57,3180,6.12,6.07,3.95
"2421",0.91,"Premium","H","SI1",62.2,56,3180,6.23,6.18,3.86
"2422",0.91,"Very Good","J","SI2",62,56,3181,6.18,6.23,3.85
"2423",0.95,"Premium","G","SI2",62.6,58,3181,6.22,6.18,3.88
"2424",0.63,"Ideal","E","VVS1",61.1,58,3181,5.49,5.54,3.37
"2425",0.92,"Ideal","J","SI1",61.7,57,3181,6.21,6.26,3.85
"2426",0.95,"Premium","G","SI2",59.8,60,3181,6.36,6.34,3.8
"2427",0.8,"Ideal","I","VVS1",61.7,56,3181,5.98,5.92,3.67
"2428",0.73,"Very Good","D","VS2",63.5,58,3182,5.68,5.72,3.62
"2429",0.73,"Ideal","D","VS2",62.1,56,3182,5.77,5.8,3.59
"2430",0.73,"Ideal","G","VVS2",61.9,56,3183,5.74,5.81,3.61
"2431",0.73,"Ideal","G","VVS2",62.2,55,3183,5.74,5.77,3.58
"2432",0.72,"Very Good","E","SI1",63.3,56,3183,5.67,5.71,3.6
"2433",1.11,"Premium","I","I1",61.8,59,3183,6.65,6.58,4.09
"2434",0.85,"Ideal","H","SI1",60.8,57,3183,6.13,6.18,3.74
"2435",0.76,"Ideal","G","VS2",61.5,55,3183,5.92,5.88,3.63
"2436",0.7,"Premium","D","VS1",60.9,60,3183,5.75,5.71,3.49
"2437",0.73,"Very Good","E","VS2",62.9,58,3184,5.7,5.75,3.6
"2438",0.78,"Ideal","G","VS2",61.7,55,3184,5.94,5.89,3.65
"2439",0.7,"Ideal","H","VS1",61.2,55,3185,5.71,5.76,3.51
"2440",0.7,"Ideal","H","VS1",61,56,3185,5.75,5.79,3.51
"2441",0.7,"Ideal","H","VS1",61.7,57,3185,5.66,5.7,3.5
"2442",0.79,"Ideal","D","SI1",61.2,56,3185,6.02,5.95,3.66
"2443",0.72,"Premium","G","IF",60.1,58,3185,5.89,5.86,3.53
"2444",0.9,"Fair","E","SI2",57.5,68,3187,6.37,6.33,3.65
"2445",0.96,"Premium","J","SI1",62.9,59,3187,6.3,6.22,3.94
"2446",0.9,"Very Good","E","SI2",63.4,56,3187,6.15,5.99,3.85
"2447",1.03,"Good","J","SI2",56.2,62,3188,6.69,6.73,3.77
"2448",0.9,"Very Good","J","VS1",62.5,56,3188,6.11,6.21,3.85
"2449",0.75,"Good","G","VVS1",58.4,56,3188,5.98,6.06,3.52
"2450",0.77,"Ideal","E","SI1",61.6,57,3189,5.87,5.91,3.63
"2451",0.91,"Very Good","G","SI2",60.3,59,3189,6.23,6.28,3.77
"2452",0.85,"Ideal","E","SI2",62.8,57,3189,6.06,6.01,3.79
"2453",0.71,"Ideal","H","VS2",61.9,55,3189,5.74,5.77,3.56
"2454",0.74,"Ideal","E","VS2",59.5,57,3189,5.92,5.94,3.53
"2455",0.73,"Ideal","D","SI1",61.8,56,3189,5.8,5.76,3.57
"2456",0.73,"Ideal","D","SI1",61.9,56,3189,5.8,5.77,3.58
"2457",1.01,"Premium","J","VS2",62.4,60,3190,6.45,6.35,3.99
"2458",0.71,"Ideal","H","IF",62,54,3190,5.71,5.75,3.55
"2459",0.89,"Premium","G","SI1",61.1,58,3190,6.24,6.17,3.79
"2460",0.92,"Premium","I","SI1",62.9,60,3190,6.18,6.13,3.87
"2461",1.01,"Fair","J","VS2",65.8,55,3190,6.29,6.24,4.12
"2462",0.7,"Ideal","G","VVS2",60.6,56,3191,5.69,5.82,3.49
"2463",0.7,"Ideal","G","VVS2",60.3,57,3191,5.75,5.83,3.49
"2464",0.7,"Ideal","F","VVS2",62,55,3191,5.71,5.67,3.53
"2465",0.71,"Ideal","E","VS2",62.1,57,3191,5.71,5.75,3.56
"2466",0.71,"Ideal","E","VS2",62,57,3191,5.71,5.74,3.55
"2467",0.8,"Ideal","E","VS2",61.4,55,3192,5.96,5.99,3.67
"2468",0.71,"Ideal","D","VS1",62.2,55,3192,5.71,5.74,3.56
"2469",0.75,"Ideal","E","VS2",60.2,57,3192,5.93,5.9,3.56
"2470",0.71,"Very Good","E","VS1",62.1,60,3192,5.65,5.71,3.53
"2471",0.71,"Very Good","E","VS1",61.5,57,3192,5.74,5.77,3.54
"2472",0.81,"Ideal","G","SI1",62.2,57,3192,5.97,6.02,3.73
"2473",0.76,"Ideal","E","VS2",61.5,56,3192,5.92,5.89,3.63
"2474",0.91,"Good","H","VS2",63.8,59,3192,5.99,5.96,3.82
"2475",1,"Good","H","SI2",62,64,3192,6.43,6.29,3.94
"2476",0.76,"Premium","E","VS2",60.1,59,3192,6.01,5.97,3.6
"2477",1,"Fair","H","SI2",64.4,57,3192,6.35,6.29,4.07
"2478",0.81,"Premium","G","VS2",61.4,60,3193,6.02,5.99,3.69
"2479",0.73,"Ideal","F","VVS2",62.2,54,3193,5.8,5.75,3.59
"2480",0.9,"Good","J","VVS2",57.4,61,3193,6.42,6.37,3.67
"2481",0.7,"Good","D","VS1",60.4,63,3193,5.68,5.74,3.45
"2482",0.81,"Premium","G","VS2",62.9,58,3193,5.94,5.88,3.72
"2483",0.9,"Good","H","SI2",63.6,60,3193,6.11,6.06,3.87
"2484",0.54,"Premium","D","VVS1",61.4,57.5,3194,5.25,5.28,3.23
"2485",0.83,"Very Good","G","VS2",62.7,58,3195,5.97,6.03,3.76
"2486",0.73,"Ideal","D","SI1",62.4,53,3195,5.79,5.82,3.62
"2487",0.71,"Ideal","G","VS1",62.3,54,3195,5.68,5.72,3.55
"2488",0.8,"Ideal","D","SI1",61.7,56,3195,5.96,6,3.69
"2489",0.83,"Good","G","VS2",63.7,60.9,3195,5.84,5.92,3.75
"2490",0.91,"Very Good","F","SI1",63.5,58,3195,6.15,6.1,3.89
"2491",0.91,"Very Good","F","SI1",63.3,60,3195,6.1,6.06,3.85
"2492",0.6,"Ideal","F","VVS2",61.5,57,3196,5.42,5.45,3.34
"2493",0.9,"Good","I","SI1",63,53,3196,6.08,6.15,3.85
"2494",0.91,"Ideal","F","SI2",61.7,55,3196,6.27,6.2,3.85
"2495",0.9,"Very Good","J","VS1",62.9,56,3197,6.13,6.18,3.87
"2496",0.51,"Ideal","E","VVS1",61.3,56,3197,5.13,5.21,3.17
"2497",0.77,"Very Good","G","VS1",61.1,54,3197,5.91,5.94,3.62
"2498",1.01,"Fair","F","SI1",66.1,60,3197,6.15,6.13,4.06
"2499",0.83,"Premium","F","SI1",62,59,3198,6.04,5.99,3.73
"2500",0.73,"Ideal","E","VS2",62.2,59,3198,5.74,5.77,3.58
"2501",0.71,"Ideal","E","VS1",61.4,59,3198,5.71,5.75,3.52
"2502",0.71,"Ideal","E","VS1",62.3,56,3198,5.66,5.7,3.54
"2503",0.83,"Ideal","F","SI1",62.1,55,3198,6.05,6,3.74
"2504",0.7,"Premium","E","VS2",61,59,3199,5.74,5.7,3.49
"2505",1,"Fair","J","SI2",56.3,64,3199,6.58,6.54,3.69
"2506",0.71,"Ideal","F","VS1",62.6,57,3199,5.7,5.73,3.58
"2507",0.71,"Ideal","F","VS1",61.1,56,3199,5.71,5.74,3.5
"2508",1.02,"Very Good","E","I1",60.6,63,3199,6.52,6.46,3.93
"2509",0.7,"Ideal","F","VS1",62.4,56,3199,5.67,5.65,3.53
"2510",0.7,"Ideal","D","SI1",61.7,57,3199,5.76,5.73,3.54
"2511",1.02,"Premium","H","I1",62.5,60,3199,6.41,6.39,4
"2512",0.73,"Very Good","F","VS1",62,57,3200,5.73,5.75,3.56
"2513",0.74,"Ideal","F","VS2",62.1,56,3200,5.83,5.79,3.61
"2514",0.9,"Ideal","E","SI2",62.6,56,3200,6.15,6.06,3.82
"2515",0.9,"Good","H","SI1",63.8,57,3201,6.07,6.13,3.89
"2516",0.7,"Ideal","E","VS2",60.5,59,3201,5.72,5.75,3.47
"2517",0.7,"Ideal","E","VS2",61.1,59,3201,5.67,5.73,3.48
"2518",0.73,"Ideal","E","VS2",62.4,57,3201,5.75,5.79,3.6
"2519",0.84,"Ideal","I","VS1",61.4,57,3201,6.03,6.09,3.72
"2520",0.76,"Ideal","F","VS2",61,55,3201,5.92,5.89,3.6
"2521",0.71,"Very Good","D","VS2",59.7,55,3203,5.85,5.88,3.5
"2522",1.04,"Good","H","I1",63.9,58,3203,6.35,6.42,4.08
"2523",1.04,"Very Good","H","I1",61.6,61,3203,6.45,6.47,3.98
"2524",0.7,"Very Good","F","VVS1",63.3,62,3204,5.67,5.57,3.56
"2525",0.7,"Premium","F","VVS1",63,60,3204,5.62,5.59,3.53
"2526",1.02,"Ideal","G","SI2",62.3,56,3204,6.39,6.35,3.97
"2527",1.04,"Good","J","SI2",63.8,56,3204,6.36,6.32,4.05
"2528",0.7,"Very Good","F","VVS2",60.5,60,3205,5.7,5.73,3.46
"2529",1.11,"Premium","H","I1",61,59,3205,6.61,6.67,4.05
"2530",0.7,"Ideal","G","VVS2",60.8,56,3205,5.75,5.79,3.51
"2531",0.7,"Ideal","G","VVS2",61,56,3205,5.74,5.77,3.51
"2532",0.71,"Fair","F","IF",58.7,62,3205,5.87,5.81,3.43
"2533",0.9,"Premium","D","SI2",62.7,59,3205,6.2,6.14,3.87
"2534",0.9,"Fair","D","SI2",65.9,59,3205,6,5.95,3.94
"2535",0.9,"Fair","D","SI2",66,58,3205,6,5.97,3.95
"2536",0.9,"Fair","D","SI2",64.7,54,3205,6.1,6.04,3.93
"2537",0.9,"Fair","D","SI2",65.7,60,3205,5.98,5.93,3.91
"2538",0.9,"Fair","D","SI2",64.7,59,3205,6.09,5.99,3.91
"2539",0.9,"Premium","D","SI2",59,61,3205,6.32,6.28,3.72
