IsGood.Purchase,Critic.Ratings,Acq.Cost,CurrentAuctionAveragePrice,Brush.Size,CollectorsAverageprice,Is.It.Online.Sale,Min.Guarantee.Cost
0,5.6712,43610,41209,2,9200,0,4697
0,6.8304,53970,28028,1,7842,0,7826
0,6.7995,38010,20223,2,6631,0,5775
0,7.8577,71120,79037,1,652,0,9723
0,7.9601,57715,60543,1,13018,0,13818
0,8.9509,47110,43750,2,10518,0,9611
0,8.9948,48265,28539,1,8586,0,11711
0,6.4834,46410,33215,1,8132,0,7826
0,4.5507,47110,36757,2,8937,0,4361
1,6.9208,48510,48419,3,10920,0,4410
0,6.7669,58625,64043,2,13117,0,11921
0,8.0096,42910,31136,1,8422,0,9611
0,7.2262,50120,49294,1,11334,0,8904
0,8.597,61915,48454,1,11891,0,8701
0,8.6216,54215,51226,2,11472,0,15064
0,9.8733,30870,18291,1,6833,0,7371
0,4.7975,54425,55643,1,12396,0,6335
1,7.4683,35070,34062,2,8895,0,6440
0,8.4053,51625,54803,2,11837,0,15064
0,7.582,59815,69307,2,874,0,13818
0,8.5523,45710,43302,1,10568,0,9611
0,8.4546,61215,46956,1,10583,0,6881
0,6.0921,52325,49294,1,11334,0,7826
0,4.4232,65520,65940,2,479,0,5348
0,7.4635,49420,51226,2,11472,0,13818
0,7.9725,56315,51695,1,12614,0,13818
0,8.0108,48510,49931,1,11373,0,5971
0,6.3094,60515,56868,1,11490,0,11921
0,6.6591,57715,54299,2,11351,0,11921
0,8.1978,63315,78449,1,1896,0,6881
0,6.2732,61215,58233,1,12033,0,3731
0,8.337,57715,57113,1,12215,0,6881
0,8.6914,48510,42378,1,10015,0,5971
0,5.8387,56070,52528,2,10430,0,5859
0,7.115,54215,43932,2,10638,0,11361
0,3.6926,38465,27055,2,7311,0,4074
0,7.6119,54915,44226,1,11079,0,13818
0,5.4951,52115,49574,2,11427,0,7602
0,7.7136,51415,51653,1,11883,0,4802
0,7.2809,49210,45969,2,10175,0,5621
0,8.8208,33670,25984,2,6268,0,5971
0,6.9709,61915,45773,1,10856,0,11242
0,8.5881,59325,74032,1,1303,0,15064
0,5.337,59325,52528,2,10776,0,7021
1,9.4289,52115,36477,1,8340,0,10395
0,9.453,41965,30156,1,7567,0,9471
0,7.1888,30765,18935,2,5413,0,12642
0,4.3175,40110,37765,2,8661,0,6825
0,6.5085,59325,61586,1,13036,0,7826
0,7.1191,61425,66227,2,302,0,9723
0,8.1633,51415,43792,2,10060,0,15064
0,8.5181,47915,37905,1,9851,0,11431
0,8.4978,55615,58912,1,41,0,15064
0,8.3873,57925,74410,1,700,0,5971
0,6.9344,40565,36757,2,8937,0,5096
1,7.4992,56315,40873,1,10225,0,13818
0,7.4999,54915,51226,1,11472,0,13818
0,5.42,51415,40957,1,10291,0,8183
0,5.1683,40110,41307,2,8999,0,7602
0,6.882,55825,72044,1,1153,0,11921
0,8.1176,36610,26852,1,7370,0,6881
0,5.8368,41510,32060,2,7809,0,4697
0,5.9821,55825,75586,1,1259,0,10500
0,6.2072,35070,22358,2,6466,0,5096
0,7.2577,55825,72842,1,1000,0,13818
0,9.6581,75320,67095,1,1859,0,11410
0,4.8723,57365,53375,2,11536,0,5838
0,8.5581,74165,63420,3,730,0,6881
0,9.1518,50855,36568,1,9271,0,5355
1,7.6653,36785,28546,NULL,7062,0,8540
0,6.0488,61565,53977,2,11338,0,7140
0,7.5308,47355,37401,2,9336,0,8904
0,7.6611,62125,49553,1,11000,0,8904
0,8.8084,53865,52318,1,11262,0,11431
0,9.5262,46795,46753,1,11133,0,4340
0,5.9778,55440,59234,2,12278,0,4697
0,7.9502,57925,41034,1,10401,0,8085
0,8.7842,67725,63343,1,677,0,8701
0,5.8284,58940,76713,2,1352,0,5859
0,10.435,66640,38010,1,10990,0,10150
1,8.5266,54355,26544,NULL,8068,0,30324
0,5.1955,41685,39536,1,11113,0,4697
1,6.3071,31885,24801,NULL,6754,0,7140
0,8.0215,60025,60368,1,13124,0,9611
0,8.7466,55755,37996,1,9138,0,8701
0,8.9183,50855,36120,1,8841,0,5061
0,5.1008,43855,40180,2,10026,0,4697
0,5.9128,49455,34636,3,10348,0,3535
0,5.069,43155,37226,2,8620,0,4697
0,6.9988,53865,43421,1,10914,0,7140
0,7.4776,50155,45955,2,10682,0,4802
0,8.7705,31185,15260,1,5177,0,10801
0,8.7528,57225,48433,1,11373,0,8701
0,4.8671,53165,50435,2,10712,0,5838
0,8.3386,56140,39452,1,9228,0,10521
1,7.7238,50365,40887,1,8608,0,6083
0,8.506,40285,21357,1,6911,0,9891
0,7.3911,43855,26173,1,7474,0,13818
0,7.3698,34125,22988,2,5931,0,5621
0,7.8986,61425,42812,1,9717,0,19593
1,10.7692,26915,17962,NULL,5766,0,10010
0,8.6787,39095,43141,1,9251,0,4158
0,8.354,75495,58520,1,12964,0,9611
0,6.5572,33285,21371,1,6219,0,5831
0,7.0434,62965,37247,1,9254,0,8540
0,8.997,43855,27391,1,7243,0,16254
0,7.0727,60165,50491,1,11343,0,13818
0,6.7289,41545,31479,2,9501,0,6461
0,4.7019,49595,53081,2,11264,0,4361
1,9.4807,61425,52703,NULL,11391,0,10479
0,9.2407,29225,29428,2,7850,0,11410
0,6.6469,42385,30037,2,7846,0,3731
0,8.9285,58765,55272,1,13167,0,13251
0,10.579,27685,25067,1,6986,0,12390
0,3.8365,37485,18235,3,4853,0,8274
0,9.0744,30625,38514,1,9222,0,7371
0,9.3559,54355,47726,2,11367,0,5355
0,8.5494,47355,30492,1,9015,0,9611
1,9.0905,50155,27517,NULL,8698,0,6440
1,10.9152,26215,24010,2,6861,0,10150
0,7.2104,49595,42203,1,10171,0,8904
1,7.1112,47355,21063,NULL,6395,0,7721
0,8.4136,59325,59759,1,172,0,10521
1,8.0303,24115,18396,NULL,5498,0,8701
0,9.0686,57925,53347,1,11676,0,11410
0,7.4845,65415,64638,1,450,0,13818
0,9.7504,33985,23009,2,6397,0,6440
1,7.132,24815,26306,NULL,7674,0,5621
1,7.329,24185,25200,1,6890,0,9723
0,8.4297,31185,32298,2,8692,0,10521
0,7.6992,31185,16450,2,5579,0,6440
1,10.5228,38185,41307,1,10480,0,9030
0,9.3608,43295,41916,1,9926,0,7455
0,8.1839,70665,91847,1,2851,0,8701
0,9.6994,24185,25067,2,6986,0,11410
0,7.7906,62265,67284,1,315,0,9723
1,9.2381,23415,18585,NULL,5497,0,7455
0,5.8815,52955,33138,1,8131,0,7021
0,9.9399,45395,52682,1,12337,0,9387
0,6.3144,36295,44541,1,9234,0,5096
0,8.845,56455,87878,1,2182,0,8701
0,9.7113,25585,26705,2,7414,0,9387
1,8.4442,41685,38465,NULL,9618,0,4158
0,9.8276,69825,61824,1,12721,0,8379
0,8.7565,40285,33110,2,8067,0,6881
1,7.3284,42385,34174,NULL,8197,0,4802
0,8.9077,44555,21084,1,6333,0,7161
0,9.2919,68425,40061,1,9811,0,9471
0,7.2224,54565,40803,1,9506,0,9723
0,9.3496,48020,52654,1,9505,0,12418
0,6.0808,36330,23576,1,4318,0,7196
1,7.3245,59850,98721,1,2420,0,9723
0,5.0748,58135,73087,1,11903,0,10500
0,8.3427,44065,41510,1,10517,0,15064
0,5.9076,39130,34979,2,6302,0,4697
0,8.6749,44765,44611,1,11076,0,15064
1,5.2173,29295,19810,NULL,5854,0,6216
1,4.5178,60550,70805,2,902,0,5838
0,7.6317,40635,52885,1,11092,0,6440
0,7.9985,58240,58142,1,13024,0,13818
1,5.9589,60340,63504,1,13014,0,7021
0,7.4273,39165,29491,1,8547,0,9723
1,9.1013,46935,74081,1,2437,0,31059
0,5.7347,37765,28483,1,8509,0,23632
1,5.5474,44835,45213,2,11318,0,4697
0,7.383,58240,67011,1,219,0,10542
0,7.0368,52570,45458,2,10503,0,5621
1,7.5006,43435,27342,1,7266,0,5621
0,5.1736,57540,50106,2,10877,0,3535
0,6.0527,37765,22519,1,6786,0,7140
0,5.0377,43435,42140,1,9674,0,7602
0,6.3103,56070,46319,1,11028,0,11921
1,3.9629,35665,24710,NULL,6899,0,3234
1,7.3001,53970,56462,NULL,12193,0,13818
1,7.6417,26460,19180,1,6079,0,15099
0,8.2715,53865,50589,1,11760,0,11431
0,6.1229,56070,35686,1,10413,0,5096
1,8.7445,39865,46333,NULL,10544,0,6881
0,9.7765,34965,38801,2,9410,0,10395
0,8.3066,30030,28014,2,7372,0,7791
1,6.0844,36365,26460,NULL,7180,0,3731
0,9.0719,18655,16772,1,5839,0,7455
1,7.3001,53270,55699,NULL,12252,0,13818
0,8.9693,51870,40656,1,9377,0,9611
0,6.1453,60340,68460,1,778,0,11921
1,5.9344,56070,40859,NULL,8851,0,4697
0,7.9451,46935,50204,2,11551,0,13818
0,8.2869,56770,72352,1,159,0,9611
0,6.6015,70175,74585,1,1239,0,8505
0,7.8752,56070,66864,2,60,0,13818
0,7.1714,53970,53403,2,11653,0,8085
0,4.8696,48335,32095,1,7936,0,6825
0,5.0254,46235,51135,2,10844,0,3535
1,8.4353,59640,75103,NULL,1658,0,6881
0,7.6721,63140,72723,1,1217,0,13818
0,7.9968,60340,57288,1,1041,0,8085
1,8.5667,50470,56161,1,11164,0,5971
0,8.6448,65975,76524,1,2279,0,15974
0,5.1588,48335,42987,2,9171,0,3535
0,5.6909,44835,53466,2,10775,0,7602
0,7.3661,51170,52472,1,11522,0,4802
0,5.7007,40565,30730,2,8103,0,7602
0,6.857,54670,36057,1,9397,0,11921
0,6.6836,46235,36988,1,8744,0,5096
0,6.1485,53270,52472,2,11522,0,4410
1,5.6537,42035,34104,NULL,8254,0,4697
0,8.4801,41335,24451,1,7092,0,7161
0,9.5347,30765,29701,2,7114,0,4340
0,5.8653,33600,22533,2,6253,0,3535
0,8.4875,50470,41958,2,10191,0,15064
1,8.4985,58275,43729,NULL,11524,0,15974
0,6.6819,63140,58653,2,11962,0,7826
0,7.4465,61740,63091,1,12277,0,5621
0,8.9885,34965,24864,2,6732,0,6881
0,8.6393,62440,50645,1,12859,0,15064
0,3.8642,58940,56056,2,11715,0,5334
1,6.5837,52325,46354,NULL,10402,1,5775
0,4.476,39725,32634,2,8763,1,3374
1,5.568,72625,63455,NULL,469,1,7602
1,6.1908,67725,54103,NULL,11399,1,8505
0,8.2239,48335,38458,1,9290,0,15064
0,5.1708,61040,36267,1,10863,0,7021
0,5.4568,42035,30170,2,7627,0,7602
0,8.23,66675,64498,1,1071,0,15974
1,7.6522,39900,46326,2,10086,0,5621
0,9.1242,26460,25956,1,7193,0,9387
0,6.998,29365,19425,2,5634,0,7140
1,8.1874,32165,19915,1,5803,0,10801
0,8.4922,60340,54320,2,12688,0,10521
0,8.3193,46935,43491,1,9278,0,5971
0,8.877,37800,26530,1,7173,0,9611
0,6.2198,49035,37527,1,9341,0,7140
1,7.2384,58625,62902,1,12901,1,8904
0,5.2447,42525,36757,2,8937,1,4697
1,8.187,29365,20790,NULL,5915,0,10801
1,4.3324,62440,66654,NULL,13098,0,5348
1,5.2536,63140,58233,NULL,12533,0,7021
1,5.6537,36400,34300,NULL,8383,0,4697
0,5.9774,53025,35756,2,9562,1,4697
0,7.8475,46025,44926,2,10772,1,6440
0,8.2706,50225,61803,1,13049,1,5971
0,4.0538,40425,26894,1,7635,1,5838
0,6.4261,48125,41426,2,9695,1,6461
0,7.6716,56525,40957,1,10004,1,8085
1,8.2737,45535,53004,1,12055,0,5971
1,6.2533,55370,54187,1,11836,0,5096
0,7.2792,53270,51982,1,11955,0,8904
0,6.1309,58240,65352,2,13144,0,11921
0,8.2962,46935,42336,1,10348,0,15974
0,6.1053,70875,73521,2,1073,0,8505
0,7.6254,39200,40971,2,9440,0,9723
0,6.1802,57540,62629,2,12792,0,11921
0,8.898,56770,49952,1,11839,0,12341
0,8.5759,37800,32109,1,7823,0,5971
1,7.6373,28560,19222,2,6115,0,8085
0,8.154,39200,41055,2,9364,0,10521
0,8.4612,63840,66164,1,498,0,10521
0,6.6573,53970,44758,2,11119,0,12607
0,8.0225,43435,42091,2,10712,0,5971
0,6.9381,55825,39669,1,10324,1,12607
0,8.5785,49525,42553,1,11017,1,5971
0,7.4228,30625,44275,2,10575,1,5621
0,7.1053,57225,56273,1,12538,1,8085
0,8.4845,53725,56896,2,11738,1,8701
0,3.596,43225,30919,2,8545,1,3234
0,9.0003,31325,21434,1,6718,1,15526
1,7.9523,50645,50092,1,11692,0,10542
0,7.7043,40985,34160,2,7998,0,9723
0,5.3575,38185,24122,1,6647,0,9702
0,5.4501,47040,38388,1,9469,0,4697
0,9.52,35035,28833,1,9292,0,12495
0,9.3267,59290,69118,1,1281,0,18473
1,4.9021,56595,32627,1,8060,0,5971
0,7.4124,52360,57169,1,12664,0,13818
0,5.4231,31535,24549,2,6701,0,3535
0,7.4169,41440,34230,1,8505,0,9723
0,8.6516,33985,15484,2,4917,0,6258
0,6.1355,37940,19936,2,6410,0,5831
0,9.4652,69860,94178,1,2770,0,7371
0,7.5827,56945,50757,1,11172,0,10542
0,7.7976,50260,59626,2,12223,0,8085
0,5.3179,43295,49833,1,8912,0,7021
0,5.4876,56665,66465,1,11024,0,6440
1,7.7778,45395,38318,NULL,6652,0,10185
0,8.9108,76965,48650,1,8434,0,8701
0,8.7557,31325,63266,1,10723,0,6881
0,6.8162,29225,30926,2,5460,0,11977
1,7.5212,73395,53690,1,9604,0,8085
1,7.4505,48755,49791,2,8355,0,7266
1,8.8968,59325,72205,2,12530,0,10521
1,6.9161,53655,59444,2,10972,0,9191
0,6.8302,52465,54341,1,11853,0,5775
0,5.8193,58765,52185,1,12124,0,4697
0,6.6821,22085,24101,2,6303,0,7140
0,8.7871,63665,68635,1,843,0,8701
0,6.8535,35525,15792,1,5043,0,7196
0,5.9099,66465,61152,2,7,0,7602
0,4.0595,35525,25291,2,7551,0,4361
1,8.7363,34825,27580,2,7394,0,7161
0,9.198,21385,21196,1,6539,0,9471
0,8.2721,15715,17164,1,5232,0,8981
0,8.825,41195,40656,2,9723,0,4158
0,9.8885,62265,58723,1,12792,0,13426
0,6.8143,51065,42091,1,10712,0,5096
0,6.0265,48195,46340,1,10076,0,4410
0,9.6975,18515,17752,1,5156,0,11487
0,7.9526,34755,21350,2,6208,0,12642
1,10.6565,30555,20489,3,6512,0,16730
0,6.7239,31955,27853,1,7677,0,13286
0,8.8572,29155,19474,2,5596,0,14441
0,7.7039,31955,24332,3,6123,0,11823
0,5.581,52465,45185,1,10529,0,4697
0,8.5738,33915,46788,1,7692,0,12341
0,7.0831,22365,18788,1,3829,0,11823
0,4.5502,43505,38689,2,9427,0,6825
0,7.2281,43505,49903,1,9225,0,13818
1,4.4185,38605,0,2,2,0,4361
0,6.3363,49105,51240,2,11334,0,11921
0,7.9541,53900,65625,1,11932,0,6440
1,9.2068,48230,49091,NULL,8966,0,11410
0,7.9414,54810,41265,1,10046,0,13818
0,6.9217,39130,32053,2,6144,0,11921
0,6.1147,43505,35287,2,8520,0,5096
0,7.0158,42980,50078,1,10583,0,3983
0,6.903,43505,42084,2,9143,0,5096
0,6.4409,42105,52794,2,10988,0,9877
0,7.0843,37380,26320,1,7028,0,4802
0,8.7131,54110,63189,1,14,0,15064
1,5.8877,43680,37807,1,8024,0,5278
0,7.9667,57400,64071,1,18,0,8904
0,8.8756,33565,14861,1,4687,0,18984
0,8.829,54810,78484,1,2079,0,15064
0,5.0041,36505,43148,2,9418,0,7602
0,8.3231,63910,61362,2,12604,0,10521
0,7.864,51310,34818,2,8322,0,13818
0,6.8128,56210,59507,1,12107,0,5096
0,7.9202,57225,65926,2,170,0,8904
0,9.2035,59465,75754,1,1337,0,5355
0,7.3707,58765,72044,1,1153,0,13818
0,8.9577,75670,86660,1,2512,0,9611
0,6.567,55265,70994,1,1053,0,11921
0,6.4641,54425,53403,2,11653,0,7140
0,7.4269,51765,41937,1,9969,0,13818
0,5.9484,49560,35392,2,7878,1,5859
0,6.3441,60375,53081,2,11974,1,7826
1,8.1122,49560,56763,1,12104,1,5971
0,6.706,48160,47285,1,10357,1,5775
0,6.5414,58275,53403,3,11653,1,7140
0,4.4247,62475,50288,2,10503,1,5838
0,8.4884,52465,57260,2,12494,1,15064
0,7.2432,58975,60137,1,12288,1,8904
0,6.9722,46480,47061,1,8044,0,8505
0,4.9707,31850,24199,2,4476,0,4851
0,5.1075,48580,47061,1,8044,0,7602
0,6.7682,28350,23660,1,4665,0,10605
0,4.6849,35210,30597,2,5348,0,4361
0,7.1336,45290,62195,1,10929,0,9723
0,6.5251,32410,24598,1,4490,0,5096
0,7.2845,55650,47887,1,8302,0,13461
0,8.6151,41580,5929,1,3037,0,5971
0,8.3194,48580,48944,1,10028,0,8701
0,6.5941,26950,23891,1,4713,0,4410
0,6.0383,38780,45584,1,8432,0,9877
0,7.8931,54390,40432,1,7765,0,14280
0,6.0488,58660,64876,1,11163,0,10556
0,4.2467,40180,41636,1,7213,0,6825
0,6.4817,43890,50113,1,8924,0,7140
0,7.6252,50890,54754,1,9855,0,5621
0,5.7161,31010,22722,1,4205,0,10857
0,5.7617,71260,63203,1,11813,0,8757
0,6.7368,35350,23807,1,4758,0,13342
0,5.6347,34510,38682,2,6851,0,8757
0,5.915,39655,40516,2,6901,0,7602
0,6.4186,40355,42987,1,7671,0,9877
0,5.6431,31780,26817,2,5091,0,6440
0,6.7732,35980,24122,2,4490,0,3731
0,5.9602,45780,51093,2,8671,0,7602
1,8.6141,38080,35035,3,6250,0,8701
0,6.5981,27020,29694,2,5189,0,3731
0,6.3599,35980,31584,1,5826,0,5775
0,7.0332,38080,43316,2,7546,0,6440
0,7.7166,45080,56833,2,10149,0,10542
0,6.6712,46760,51128,1,8735,0,7140
0,8.615,28980,34069,2,5932,0,6881
0,8.3275,36260,51156,1,8956,0,10521
0,6.3322,57330,80472,1,1101,0,10556
0,6.4631,34720,37961,1,7043,0,8505
0,6.7902,29120,0,2,2,0,5096
0,7.6524,46060,34342,2,6941,0,10185
0,6.7555,46060,59423,1,10451,0,12607
0,6.2527,24220,20881,2,4026,0,4410
0,5.4196,40180,32592,1,5874,0,8183
0,5.4946,77700,73066,2,510,0,6440
1,7.033,59430,92386,1,1929,0,7266
0,5.8375,57330,65611,1,11146,0,7602
0,7.6539,51030,41545,3,7221,0,13461
0,6.9846,49560,52227,3,9573,0,11921
0,4.0276,62930,52570,3,8842,0,6825
0,6.749,34020,37478,1,6245,0,3731
0,6.0378,21350,17479,2,3828,0,9240
0,6.7315,42560,54572,2,9366,0,7826
1,6.6946,43260,37863,1,6297,0,11242
0,7.1527,55230,58331,1,9699,0,11361
0,7.3908,51730,77931,1,13154,0,12180
0,7.8857,22120,20881,1,4026,0,4802
0,7.7199,25620,30408,1,5381,0,5621
0,7.3247,26880,24045,2,4487,0,6440
0,8.5185,27020,27888,1,5031,0,10521
0,7.3795,47460,61775,2,9432,0,8904
0,8.3098,38080,37114,1,6451,0,12621
1,6.3213,28980,22778,1,4197,0,10605
0,8.3616,39480,54124,1,9368,0,15064
1,5.9106,38080,31367,2,5495,0,7602
0,4.873,41160,37051,2,6768,0,9296
0,7.3877,42560,0,2,2,0,8085
0,4.9947,37030,29624,2,5156,0,4361
0,8.3954,51030,53235,2,8992,0,10521
0,7.1373,52430,59759,1,10001,0,5621
0,6.3365,35980,38983,2,6652,0,7140
0,7.8279,41860,56000,2,10025,0,14637
0,7.9072,37380,27699,2,5188,0,13818
1,8.9863,43680,45213,1,7728,0,10801
0,7.6385,54530,45864,1,8033,0,9723
0,6.3406,26180,25501,1,4659,0,5775
0,7.9066,37660,42231,2,7473,0,6440
0,2.8088,67200,63000,2,11138,0,5754
0,7.5729,43680,46753,1,8219,0,10542
0,6.1493,36960,18788,1,3877,0,7140
0,7.3864,72100,78267,1,400,0,5621
0,4.1954,34020,33418,1,5854,0,3374
0,8.1118,53830,61145,1,10252,0,12341
0,6.7612,41580,34860,2,6266,0,9877
0,6.1668,51380,57491,1,10795,0,9191
0,8.4636,51380,62958,1,10983,0,8701
0,5.4011,48160,51254,2,8650,0,5859
1,7.0349,28980,33257,2,6090,0,8085
0,5.3685,40180,30982,1,5219,0,6440
0,7.8558,51030,52227,1,9105,0,9366
0,5.408,45360,44709,2,7622,0,5859
0,6.6131,25620,30639,2,5447,0,7140
0,6.7852,38080,41132,1,6981,0,7140
1,8.3221,39480,74564,2,13034,0,4158
0,6.6122,53830,65611,1,10948,0,10556
0,8.0649,43680,55853,2,9820,0,15974
0,8.1107,53480,75677,2,375,0,13251
0,8.1292,52080,48258,2,9132,0,5971
0,6.0637,71400,94010,1,1602,0,12607
0,7.2488,43680,31094,2,5664,0,6902
0,4.5189,45360,46151,2,7467,0,3374
0,8.7694,51030,46984,1,7656,0,10801
0,7.4082,59430,85211,1,670,0,12999
0,7.3582,43960,NA,2,0,0,8904
0,8.1672,29820,33285,1,6161,0,8701
0,7.7286,43960,46326,1,7994,0,8085
0,5.5331,62230,46858,1,8625,0,10500
0,7.396,48860,58926,2,10911,0,8085
0,7.3049,44100,57449,2,9826,0,6440
0,6.3621,52500,70630,1,12225,0,9877
0,7.606,56000,67291,1,11181,0,9723
0,4.8515,36750,40138,2,6785,0,6825
0,7.0739,43400,39802,2,7020,0,12180
0,6.0775,52500,49147,2,8454,0,10556
0,7.6589,51800,72632,1,12601,0,13818
0,6.2935,49700,49147,2,8454,0,10556
0,6.127,49000,47873,1,8546,0,11921
0,4.9514,36680,59038,2,10075,0,4361
0,9.3484,23380,22533,1,4220,0,11487
0,3.6305,36680,27335,2,4868,0,5334
0,4.7333,39480,49266,2,8818,0,6335
0,8.9819,35980,28980,2,5776,0,11431
0,8.282,46480,66381,1,11309,0,11431
0,8.5292,21980,27006,1,4841,0,10521
0,7.4623,35980,31878,2,5698,0,9723
1,8.1117,37380,37331,1,6769,0,15064
0,7.6489,55230,46396,2,8448,0,8085
0,6.2717,48160,42833,1,7641,0,12607
0,5.3335,63630,71036,2,11980,0,7021
0,7.0091,47180,47362,1,8225,0,14637
0,7.7195,68600,13062,1,3308,0,11361
0,5.1587,57330,60095,1,10484,0,10500
0,4.7766,41160,34020,2,5907,0,4361
1,7.0293,31920,27902,1,6847,0,4802
0,6.406,66500,61908,1,10799,0,5775
0,7.3508,27720,35805,1,6324,0,6440
0,6.1766,62230,32837,1,5434,0,11921
1,4.8224,65100,58772,1,9800,0,4361
0,4.761,44380,37884,2,6308,0,5838
0,5.8574,57330,0,3,2,0,3535
0,8.21,49980,NA,1,0,0,13251
0,5.0146,34580,29848,2,5255,0,4697
0,7.0786,52430,23772,1,4443,0,10542
0,7.2129,33530,70357,1,12390,0,10185
0,4.8175,39760,46984,2,8063,0,3374
0,7.5228,58730,58254,3,9225,0,5621
0,8.3668,54530,42042,1,7622,0,21245
0,7.5298,51030,46340,3,8211,0,8085
0,7.9048,53830,58625,2,9895,0,9723
0,7.4146,27370,22813,2,4491,0,8085
0,6.135,41580,53018,1,9532,0,9877
0,7.4781,50400,34811,2,6299,0,12180
0,7.6107,68600,68460,1,12220,0,11361
0,8.9858,59500,69153,1,12143,0,12341
0,6.495,39480,47628,2,8612,0,9191
0,5.3824,38500,35112,2,6607,0,7602
0,7.1788,46200,35035,1,6104,0,15918
0,5.663,40600,29512,2,5365,0,7602
0,8.6545,39480,25739,2,4880,0,12341
0,4.6911,38500,62090,2,10753,0,6825
0,6.0235,63000,69153,1,12143,0,9877
0,6.656,49700,24794,1,4630,0,14021
0,6.5096,51800,36729,2,6523,0,10556
0,8.858,61600,72625,2,12473,0,12341
0,5.4552,40600,40530,2,6625,0,7602
0,4.7946,40600,15309,2,3756,0,6825
0,4.1332,40600,40530,2,6625,0,6825
0,6.5961,52500,42042,2,7450,0,11977
0,6.5717,45500,52059,2,8871,0,7140
0,6.2797,58100,71477,1,12353,0,11921
0,4.2938,40600,37030,2,6174,0,6825
0,6.3398,67900,72898,1,12571,0,9877
0,5.3892,39900,38318,2,6334,0,7602
0,5.7567,44800,30632,2,5386,0,11438
0,6.7583,28280,21350,2,3964,0,3731
0,8.2361,65100,66213,1,11072,0,12341
0,4.7571,53480,49826,1,8650,0,9296
0,7.8331,43260,64575,1,11197,0,17556
0,8.6001,74200,81690,1,882,0,12341
1,9.8,27720,0,1,2,0,10395
1,6.3041,64400,54481,3,8997,0,8505
0,6.1355,48160,52038,2,8479,0,7140
0,5.9145,46760,50680,1,9040,0,10500
0,8.3788,43260,48181,1,8507,0,15064
1,8.5563,58730,52787,1,8956,0,12621
0,8.5333,29120,25046,1,4710,0,16884
1,7.6179,44660,48671,2,8443,0,7266
0,7.8189,45080,96936,1,2040,0,3983
0,8.7428,64400,40922,1,7139,0,5971
0,6.9553,73500,66822,2,11584,0,7140
0,5.6952,38780,40229,2,7090,0,4697
0,6.7601,56630,46977,1,8172,0,11921
0,7.3178,53130,42749,1,7447,0,9723
0,6.0539,33320,22960,2,4591,0,14021
0,8.3856,62930,46935,1,8365,0,8701
0,6.8177,55930,82705,1,817,0,8505
0,5.3784,29120,20832,2,3944,0,3535
0,6.546,32620,22589,2,4267,0,11977
0,7.8918,30520,41188,1,7769,0,8904
0,4.812,68600,69874,2,12534,0,6825
0,8.2918,53830,0,1,2,0,8701
0,6.5958,29120,26579,2,6011,0,6461
0,7.1428,35980,25109,1,4798,0,6440
0,8.0535,50330,46053,1,8694,0,5061
0,7.0085,53130,89369,1,1095,0,10542
0,6.693,55230,54516,1,9570,0,11921
0,7.6399,55580,46739,1,8549,0,12999
0,6.3995,43260,36358,1,6251,0,7826
0,5.9065,72100,85344,2,547,0,3535
0,5.9968,55930,52500,2,9015,0,7602
0,5.432,29400,28861,2,5769,0,6440
0,4.1718,27300,24402,2,5127,0,5838
0,4.5714,36400,38983,2,6742,0,6825
0,7.4259,37800,44177,2,7654,0,7266
0,5.5691,45500,44177,1,7654,0,5859
0,4.4129,40600,36505,1,6653,0,6335
0,6.4007,39900,44177,1,7654,0,6461
0,5.0754,45500,44177,1,7654,0,5859
0,4.7287,36400,30247,2,5776,0,4851
0,6.4926,35000,38360,2,6611,0,8505
0,4.8818,31500,28861,2,5769,0,5838
0,5.8181,44100,44177,1,7654,0,5859
0,3.6295,28000,24402,2,5127,0,5334
0,6.0041,47600,37674,2,6895,0,7875
0,4.4847,31500,28861,2,5769,0,5838
0,6.9005,31500,18354,2,3988,0,11977
0,3.5743,29400,24402,2,5127,0,5334
0,4.3775,38500,38983,2,6742,0,6825
0,6.6178,42700,58107,2,10829,0,12607
0,4.2828,28000,24402,2,5127,0,5838
0,8.838,32900,44177,1,7654,0,7791
0,6.2418,39900,44177,1,7654,0,6461
0,4.111,32200,18354,2,3988,0,9912
0,4.067,31500,28861,2,5769,0,5838
0,5.3934,35000,38983,2,6742,0,7602
0,2.7504,39760,29911,2,5331,0,6174
0,6.1187,43960,32235,1,5921,0,7826
0,7.4788,41580,35903,1,6774,0,11361
0,7.541,65100,72142,3,12993,0,6440
0,5.5089,54530,52199,1,9795,0,7602
0,5.9266,36260,41055,1,6923,0,7602
0,7.6483,34580,29911,2,5331,0,9723
0,5.6691,40180,30961,1,5338,0,4697
0,7.0632,34020,33908,1,5932,0,8904
0,4.6996,31220,36806,2,6365,0,4361
0,8.0551,56630,59472,2,10844,0,6881
0,6.7626,39760,38997,1,7311,0,7826
0,7.0586,46200,53508,2,9178,0,13818
0,7.2836,47600,49609,2,8471,0,14637
0,6.4041,39900,40271,2,6644,0,8505
0,7.1755,39200,35154,2,6155,0,11361
0,7.0381,47600,37674,2,6895,0,8540
0,2.9851,43400,22869,1,4585,0,9107
0,7.966,76300,72632,2,12351,0,8085
0,5.8261,38500,38983,2,6742,0,7602
0,4.0561,40600,38983,2,6742,0,6825
0,4.8974,39900,38983,2,6742,0,6825
0,3.8884,40600,38983,2,6742,0,6174
0,3.2439,29400,28546,1,5893,0,9947
